mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0033972740173339845,0.0010102296543982889,0.0003984928131103516,0.00048805333942902873,1,{'C': 1},0.561491935483871,0.8245967741935484,0.8032258064516129,0.6333333333333334,0.5666666666666667,0.6778629032258066,0.11413708787883127,3
0.0029863834381103514,0.0006268819346469828,0.00019965171813964843,0.00039930343627929686,5,{'C': 5},0.5766129032258064,0.8235887096774194,0.7709677419354839,0.6166666666666667,0.6166666666666667,0.6809005376344086,0.09757039180113072,2
0.0037973403930664064,0.0007529099337706865,0.00039691925048828124,0.0004861323935095796,10,{'C': 10},0.5766129032258064,0.8235887096774194,0.7870967741935484,0.6166666666666667,0.6333333333333333,0.6874596774193549,0.09867824818243515,1
