mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,split15_test_score,split16_test_score,split17_test_score,split18_test_score,split19_test_score,split20_test_score,split21_test_score,split22_test_score,split23_test_score,split24_test_score,mean_test_score,std_test_score,rank_test_score
1.166599349975586,0.1231742021771124,0.0003989696502685547,0.0004886360481303116,5,"(20,)","{'batch_size': 5, 'hidden_layer_sizes': (20,)}",-0.092975257512322,-0.26443705987972066,0.5881936375978233,0.04008306756746274,-0.04158050862512429,0.25947580426287153,-0.2547865508383865,0.4073787510517831,-0.2524322238788737,-0.3737053560548273,0.4635069410440927,0.03762610197840523,0.2123034778416531,-0.278482268133492,0.060557268686965274,0.12692326227635445,0.5238064257144736,0.04129258207199011,0.21183027342071403,0.1440416752127617,0.17081019938435527,-0.32049103775056814,0.035647420408344635,-0.20469445213342516,0.0859760699827419,0.05303472974784212,0.2639657797128988,36
1.3185928440093995,0.18070717878667059,7.977485656738282e-05,0.00027052970289942864,5,"(50,)","{'batch_size': 5, 'hidden_layer_sizes': (50,)}",0.249293951710618,-0.09302454839121553,0.36992964238789483,0.2636025994866402,0.23377952373440153,0.4116116078315051,-0.4950775124774003,0.3678223914769036,0.0597556650168466,-0.22552049879668112,0.5435850601538763,0.011001805442129024,0.5289797371286886,0.2444176567600544,0.013441616944171756,0.3528662067491738,0.5669851183696788,0.1194694035082521,0.17834317664252414,-0.024313499321104926,0.3228352883697698,-0.3490127312493441,-0.1705458734676069,-0.0240705405273635,-0.047261740690252844,0.13635574027168637,0.2725545742548139,4
1.0335552978515625,0.46764358474668377,0.00027926445007324217,0.0004478194013501262,5,"(20, 6)","{'batch_size': 5, 'hidden_layer_sizes': (20, 6)}",-0.21745990495019188,0.08471783930633159,0.06350737948786993,-0.24166736903340855,0.18699175201369497,0.4437710109118358,-0.16487940055813213,0.25106238454918034,0.3414097419389033,0.2554481642922253,0.31013408657107805,-0.19269017886526657,0.20719233645335752,-0.1008261658020293,0.28436275302678576,0.2799982669364743,-0.027889324232706222,0.12513616191134758,-0.40443827267021687,0.07949068552016461,0.28138834578541777,0.23968280943675313,0.3128201876825459,-0.17521077474832786,0.3846665838399584,0.1042687639521458,0.2275239508362154,19
1.4312938690185546,0.42947074541364794,0.00015935897827148437,0.0003651376047670278,5,"(50, 6)","{'batch_size': 5, 'hidden_layer_sizes': (50, 6)}",-0.20623148805135988,0.0654505286016755,0.4096906240148987,0.4945326533110923,0.2666045444941616,-0.2248953378578396,-0.20990602245207668,-0.10442986712833034,0.010369703453812548,0.054289417418079244,0.2549896790959465,0.145489031483357,-0.025951675000972032,0.2503933847580452,-0.24197495344050185,-0.06960830579202984,0.29086844765547704,0.0716557499524967,-0.13573785077443803,0.27466766543113375,0.07391361997993459,-0.09257189920943017,0.17226477772181686,-0.18551097609208841,0.08287928729209734,0.056849629554598324,0.20392701567071156,33
1.281011095046997,0.20479298028016898,0.00028069496154785155,0.00045014170119257507,5,"(20, 10)","{'batch_size': 5, 'hidden_layer_sizes': (20, 10)}",0.34453007663812535,-0.13945598650273008,0.2704464436570885,0.30661058305039357,0.06450970905400662,0.30864954126088445,0.1377036873122079,0.17517441520614813,0.36215229848177194,-0.2974569800953148,0.21698803361834645,0.047386605266656376,-0.217757406201475,0.0397277235976672,0.2771736302899766,0.34644420371146123,0.2076924572934023,0.4577038942922897,-0.2909195933020579,0.09460193674579623,0.2941336327903328,0.23778677081645416,0.11107987672940095,-0.13872342386376774,-0.08992902286931038,0.12505012427911016,0.2104458155099957,8
1.468991107940674,0.24178908127850152,0.00015933036804199218,0.0003650721182838662,5,"(50, 10)","{'batch_size': 5, 'hidden_layer_sizes': (50, 10)}",-0.2951719350991353,0.018214383871649163,0.44622369817778995,0.3960318265376005,0.08144317135185777,0.04809026078138417,-0.04633754984477878,0.3844081690990584,0.22540914879164886,-0.017198080746246316,0.2925607747613603,-0.2641972455248882,0.5448037628697378,0.3158457960750223,-0.004382830283144364,0.16872161011565875,0.1956646941585394,0.37631799694763446,0.17865336189709868,0.09418494117775505,0.304851303200671,0.09044938161390367,0.3179886168828497,0.0007191373881154505,0.2515223573313977,0.1641926700613016,0.2045515626677438,1
1.6107715606689452,0.24209402647026437,0.00011958122253417969,0.00032382794018106066,5,"(50, 10, 6)","{'batch_size': 5, 'hidden_layer_sizes': (50, 10, 6)}",-0.5465230234779777,-0.1702146298815051,0.5141443236128512,-0.18733123577473773,0.35373818883073205,0.30387931919490935,-0.17705833382941757,0.15488357856437368,0.10422726183193587,-0.0254913528171134,0.19473878975892184,-0.02708114754464228,-0.2091827657439462,0.393890818205335,-0.16895235278673748,0.03070431760950584,0.1287890100799574,0.10508882470514008,-0.46075078299152195,0.2110628097448528,0.3384117325818988,0.26797271788892374,0.2173395028583919,-0.041574123629749146,0.32144926766509363,0.06504642858621898,0.2604453113598115,32
1.5869940853118896,0.28289161102518595,0.0003189849853515625,0.0004649976801804373,5,"(20, 10, 6)","{'batch_size': 5, 'hidden_layer_sizes': (20, 10, 6)}",0.11256776520504304,0.03449869460817204,0.3120629782386737,0.21207826544521738,0.22748708323754033,0.11327962028651768,0.09626739711385372,0.32733173036305774,0.01739485173028034,0.1846372364689991,0.3965513898248881,0.01594694703848196,0.22930051323400072,-0.0302172766427488,-0.09770568759398768,0.15243519918968107,0.493108626326994,0.29774058161555955,0.04545915802195847,0.014299343797742132,-0.3960516539050298,0.05009966426439678,0.1704967342907978,-0.3809320269745511,0.1502153134994219,0.10993409794739838,0.20034396214350986,14
1.2374100399017334,0.19695884145688816,0.00027922630310058596,0.00044775823010897883,5,"(20, 8)","{'batch_size': 5, 'hidden_layer_sizes': (20, 8)}",-0.2105513725478831,-0.20352078756833902,0.36441099812151984,-0.2342679227679145,0.45804109246179175,-0.09003110390304586,0.10954109080866467,0.41824073710913057,0.015471187850398223,-0.05515616740830152,0.32616075735720934,-0.03692984817984054,-0.13147294189803826,-0.15277146921465234,-0.06932101003376892,0.131080279253912,0.5140518355996474,0.32121546975222903,0.08127159901484261,0.11123538249264098,-0.18075835387259018,-0.021979827627042318,0.16970622632317353,-0.290632692015202,0.002138612121791576,0.05380687084921331,0.22911617546425836,35
1.5475007057189942,0.30039982953601235,0.00019944190979003906,0.00039888384580121877,5,"(50, 8)","{'batch_size': 5, 'hidden_layer_sizes': (50, 8)}",0.24065355910003114,-0.32848764539484254,0.484284456697895,0.18815455813125354,-0.052363992831087953,0.3380054665397248,0.008277083651976904,0.42446930662966637,0.009474919814027054,-0.031207647747005997,0.29317698453091706,-0.2097070220100281,0.09763524956934243,-0.046889260832600685,0.09675990850336004,0.19592412732503223,0.38796559888841525,0.192954225381562,-0.33707723541711226,0.053807234539515206,-0.16434586942989973,-0.007578178827672281,0.11500879678424593,-0.16947878696330598,0.06531117751577056,0.0737890805659672,0.2158596323477669,29
