mean_fit_time,mean_score_time,mean_test_score,param_class_weight,param_gamma,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,std_fit_time,std_score_time,std_test_score
0.0015625,0.0,0.21090039473637628,balanced,0.1,"{'class_weight': 'balanced', 'gamma': 0.1}",4,0.23809523809523808,0.28288947493050187,0.5476190476190476,0.0975900072948533,-0.0755928946018456,0.0,0.19245008972987526,-0.0755928946018456,0.15811388300841897,0.7071067811865475,0.004687500000000001,0.0,0.24195663036203666
0.0,0.0,0.1854889809844356,balanced,1,"{'class_weight': 'balanced', 'gamma': 1}",5,0.09759000729485326,0.41475753100312657,0.41475753100312657,0.028571428571428623,0.0,0.4780914437337573,-0.19245008972987526,0.0755928946018456,0.0,0.50709255283711,0.0,0.0,0.23366736585004882
0.0015624523162841796,0.0,-0.08051476589963949,balanced,10,"{'class_weight': 'balanced', 'gamma': 10}",23,0.14085904245475292,-0.14085904245475292,-0.5070925528371101,-0.1690308509457033,-0.25819888974716115,0.25000000000000006,-0.0975900072948533,-0.25819888974716115,-0.24999999999999992,0.50709255283711,0.004687356948852538,0.0,0.2808845510554408
0.0015624046325683593,0.0,-0.01951219512195126,balanced,100,"{'class_weight': 'balanced', 'gamma': 100}",18,0.0,0.0,0.0,0.0,-0.20000000000000043,0.0,0.0,0.0,0.0,0.0,0.004687213897705078,0.0,0.05934402468583642
0.0,0.0015625476837158204,0.0,"{0: 1, 1: 1}",0.1,"{'class_weight': {0: 1, 1: 1}, 'gamma': 0.1}",9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004687643051147461,0.0
0.0,0.0015623807907104493,0.1096456541360866,"{0: 1, 1: 1}",1,"{'class_weight': {0: 1, 1: 1}, 'gamma': 1}",6,0.3947710169758616,0.0,0.05143444998736408,0.11952286093343924,-0.20000000000000043,0.42640143271122116,-0.0975900072948533,0.15811388300841886,-0.1195228609334394,0.35355339059327373,0.0,0.004687142372131348,0.2114718023910558
0.0002507686614990234,0.0,0.07203988144747393,"{0: 1, 1: 1}",10,"{'class_weight': {0: 1, 1: 1}, 'gamma': 10}",7,0.3947710169758616,0.31180478223116165,-0.2672612419124244,-0.0975900072948533,-0.25819888974716115,0.6324555320336758,-0.3333333333333333,-0.25819888974716115,0.0,0.5773502691896257,0.0007523059844970703,0.0,0.3541589695793409
0.0,0.0,0.0,"{0: 1, 1: 1}",100,"{'class_weight': {0: 1, 1: 1}, 'gamma': 100}",9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,"{0: 1, 1: 2}",0.1,"{'class_weight': {0: 1, 1: 2}, 'gamma': 0.1}",9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.016983185946897354,"{0: 1, 1: 2}",1,"{'class_weight': {0: 1, 1: 2}, 'gamma': 1}",16,0.0,0.0,0.0,0.0,0.0,0.0,-0.17407765595569788,0.0,0.0,0.0,0.0,0.0,0.051652343561437254
0.0015624523162841796,0.0,-0.02505216052877882,"{0: 1, 1: 2}",10,"{'class_weight': {0: 1, 1: 2}, 'gamma': 10}",21,0.0,0.0,-0.2672612419124244,-0.3779644730092272,-0.134839972492648,0.42640143271122116,-0.25819888974716115,-0.20000000000000043,0.0,0.5773502691896257,0.004687356948852538,0.0,0.2886140278658457
0.0,0.0015625,0.0,"{0: 1, 1: 2}",100,"{'class_weight': {0: 1, 1: 2}, 'gamma': 100}",9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004687500000000001,0.0
0.0015624523162841796,0.0,0.0,"{0: 1, 1: 3}",0.1,"{'class_weight': {0: 1, 1: 3}, 'gamma': 0.1}",9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004687356948852538,0.0,0.0
0.0013509273529052734,0.0,-0.016983185946897354,"{0: 1, 1: 3}",1,"{'class_weight': {0: 1, 1: 3}, 'gamma': 1}",16,0.0,0.0,0.0,0.0,0.0,0.0,-0.17407765595569788,0.0,0.0,0.0,0.004052782058715821,0.0,0.051652343561437254
0.0015634059906005859,0.0,0.003194962600176602,"{0: 1, 1: 3}",10,"{'class_weight': {0: 1, 1: 3}, 'gamma': 10}",8,0.0,0.0,0.0,-0.3779644730092272,-0.134839972492648,0.42640143271122116,-0.25819888974716115,-0.20000000000000043,0.0,0.5773502691896257,0.004690217971801758,0.0,0.27634416736054435
0.0,0.0015624284744262696,0.0,"{0: 1, 1: 3}",100,"{'class_weight': {0: 1, 1: 3}, 'gamma': 100}",9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004687285423278808,0.0
0.0015624284744262696,0.0,0.33159932549724064,"{0: 2, 1: 1}",0.1,"{'class_weight': {0: 2, 1: 1}, 'gamma': 0.1}",1,0.5916079783099616,0.39477101697586137,0.39477101697586137,0.3779644730092272,0.1348399724926484,0.31622776601683794,0.0,0.2,0.4264014327112209,0.4472135954999579,0.004687285423278808,0.0,0.1630847429918452
0.0015624284744262696,0.0,0.23103750592838587,"{0: 2, 1: 1}",1,"{'class_weight': {0: 2, 1: 1}, 'gamma': 1}",2,0.23809523809523808,0.6172133998483676,0.41475753100312657,-0.1195228609334394,0.0,0.5,0.0,0.25819888974716115,0.0,0.35355339059327373,0.004687285423278808,0.0,0.235671433363719
