mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_coef0,param_degree,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0010019779205322266,2.3300997932360666e-05,0.0,0.0,0.1,balanced,0,1,0.01,poly,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 0, 'degree': 1, 'gamma': 0.01, 'kernel': 'poly'}",0.6382978723404256,0.8085106382978723,0.32608695652173914,0.6666666666666666,0.6666666666666666,0.621245760098674,0.15912494837375446,569
0.0006091594696044922,0.0004979416174872106,0.00039548873901367186,0.0004844545002436846,0.1,balanced,0,1,0.1,poly,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 0, 'degree': 1, 'gamma': 0.1, 'kernel': 'poly'}",0.6382978723404256,0.8085106382978723,0.32608695652173914,0.6666666666666666,0.6666666666666666,0.621245760098674,0.15912494837375446,569
0.0006016254425048828,0.0004912251708059366,0.00040106773376464845,0.0004912056557950125,0.1,balanced,0,1,1,poly,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 0, 'degree': 1, 'gamma': 1, 'kernel': 'poly'}",0.6382978723404256,0.8936170212765957,0.8913043478260869,0.5777777777777777,0.37777777777777777,0.6757549593997327,0.1968341327682407,136
0.0010026454925537109,1.9073486328124998e-07,0.0,0.0,0.1,balanced,0,1,10,poly,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 0, 'degree': 1, 'gamma': 10, 'kernel': 'poly'}",0.6808510638297872,0.8085106382978723,0.8260869565217391,0.5777777777777777,0.4222222222222222,0.6630897317298797,0.1505497173019033,317
0.0010026931762695313,2.4314019744838644e-07,0.0,0.0,0.1,balanced,0,2,0.01,poly,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 0, 'degree': 2, 'gamma': 0.01, 'kernel': 'poly'}",0.6170212765957447,0.5957446808510638,0.32608695652173914,0.6666666666666666,0.6666666666666666,0.5744372494603762,0.12724606461393254,632
0.0008081436157226562,0.000404244662341857,0.00020051002502441406,0.0004010200500488281,0.1,balanced,0,2,0.1,poly,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",0.6170212765957447,0.5957446808510638,0.32608695652173914,0.6666666666666666,0.6666666666666666,0.5744372494603762,0.12724606461393254,632
0.0,0.0,0.0010027885437011719,1.892749225408259e-05,0.1,balanced,0,2,1,poly,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 0, 'degree': 2, 'gamma': 1, 'kernel': 'poly'}",0.6595744680851063,0.7872340425531915,0.8043478260869565,0.5777777777777777,0.37777777777777777,0.641342378456162,0.1560091791483518,474
0.0014092445373535157,0.0004982040039588687,0.0,0.0,0.1,balanced,0,2,10,poly,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 0, 'degree': 2, 'gamma': 10, 'kernel': 'poly'}",0.723404255319149,0.7872340425531915,0.782608695652174,0.6,0.4888888888888889,0.6764271764826807,0.1155605859592655,130
0.0010022640228271485,3.5182698718446197e-06,0.0,0.0,0.1,balanced,0.1,1,0.01,poly,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 0.1, 'degree': 1, 'gamma': 0.01, 'kernel': 'poly'}",0.6382978723404256,0.8085106382978723,0.32608695652173914,0.6666666666666666,0.6666666666666666,0.621245760098674,0.15912494837375446,569
0.0008035182952880859,0.0004017721747847294,0.00020780563354492188,0.00041561126708984376,0.1,balanced,0.1,1,0.1,poly,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 0.1, 'degree': 1, 'gamma': 0.1, 'kernel': 'poly'}",0.6382978723404256,0.8085106382978723,0.32608695652173914,0.6666666666666666,0.6666666666666666,0.621245760098674,0.15912494837375446,569
0.00020055770874023439,0.00040111541748046877,0.0007946968078613281,0.00039760280635562566,0.1,balanced,0.1,1,1,poly,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 0.1, 'degree': 1, 'gamma': 1, 'kernel': 'poly'}",0.6382978723404256,0.8936170212765957,0.8913043478260869,0.5777777777777777,0.37777777777777777,0.6757549593997327,0.1968341327682407,136
0.0008021354675292969,0.0004010678046297531,0.00020055770874023439,0.0004011154174804687,0.1,balanced,0.1,1,10,poly,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 0.1, 'degree': 1, 'gamma': 10, 'kernel': 'poly'}",0.6808510638297872,0.8085106382978723,0.8260869565217391,0.5777777777777777,0.4222222222222222,0.6630897317298797,0.1505497173019033,317
0.0010026454925537109,1.9073486328124998e-07,0.0,0.0,0.1,balanced,0.1,2,0.01,poly,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 0.1, 'degree': 2, 'gamma': 0.01, 'kernel': 'poly'}",0.6382978723404256,0.8297872340425532,0.32608695652173914,0.6666666666666666,0.6666666666666666,0.6255010792476102,0.16427697283379594,526
0.0006015300750732422,0.0004911472727697004,0.00040111541748046877,0.0004912640735369966,0.1,balanced,0.1,2,0.1,poly,"{'C': 0.1, 'class_weight': 'balanced', 'coef0': 0.1, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",0.6382978723404256,0.6808510638297872,0.32608695652173914,0.6666666666666666,0.6666666666666666,0.595713845205057,0.13552048569127348,626
