mean_fit_time,mean_score_time,mean_test_score,param_class_weight,param_coef0,param_degree,param_gamma,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,std_fit_time,std_score_time,std_test_score
0.0031247854232788084,0.0,0.3691746846315418,balanced,0,1,0.1,"{'gamma': 0.1, 'coef0': 0, 'class_weight': 'balanced', 'degree': 1}",115,0.2592314736635947,0.4359063750578694,0.41392082845670186,0.2932942300427066,0.3273268353539886,0.23570226039551587,0.3019523663197703,0.45514956368175624,0.44624818739293476,0.5229763603684908,0.006249570852242349,0.0,0.09230233566194188
0.0015624523162841796,0.0015623331069946288,0.48605864621605116,balanced,0,1,1,"{'gamma': 1, 'coef0': 0, 'class_weight': 'balanced', 'degree': 1}",29,0.519666788845094,0.34383703367133933,0.4406478264015861,0.48324562108778996,0.3605104389394541,0.5068420748999524,0.5911561035156879,0.6123724356957946,0.48318238597857593,0.5229763603684908,0.004687356948852538,0.004686999320983886,0.082503121894426
0.0063857555389404295,4.954338073730469e-05,0.49236762714807725,balanced,0,1,10,"{'gamma': 10, 'coef0': 0, 'class_weight': 'balanced', 'degree': 1}",18,0.519666788845094,0.34383703367133933,0.4683615261752708,0.43112399091829123,0.4697560264968645,0.5068420748999524,0.6753002216523571,0.6123724356957946,0.44525308461752455,0.4547940268270977,0.006613792623189625,0.00014863014221191406,0.08907357041491219
0.010404181480407716,0.0,0.4981181650478031,balanced,0,1,100,"{'gamma': 100, 'coef0': 0, 'class_weight': 'balanced', 'degree': 1}",2,0.519666788845094,0.34383703367133933,0.4683615261752708,0.43112399091829123,0.4697560264968645,0.5068420748999524,0.6319297687785931,0.6454972243679028,0.44525308461752455,0.5229763603684908,0.0064533011272951335,0.0,0.08581172526591026
0.003125,0.0,0.35315050149204175,balanced,0,2,0.1,"{'gamma': 0.1, 'coef0': 0, 'class_weight': 'balanced', 'degree': 2}",131,0.3423811916311629,0.5105187806352118,0.36272607947134533,0.20680476505560721,0.34210834482026936,0.260132990857236,0.23969749850222496,0.3668996928526713,0.38060735431831966,0.5157239530948289,0.006250000000000001,0.0,0.09763081689156108
0.003124642372131348,0.0015625238418579101,0.4424309998523775,balanced,0,2,1,"{'gamma': 1, 'coef0': 0, 'class_weight': 'balanced', 'degree': 2}",72,0.4806307859271526,0.363696483726654,0.41392082845670186,0.4482809325681627,0.3273268353539886,0.4061811972299616,0.5911561035156879,0.6123724356957946,0.4088381597072996,0.3736323588785367,0.006249284746309293,0.004687571525573731,0.08918777446321997
0.06947293281555175,0.0,0.4063894078690934,balanced,0,2,10,"{'gamma': 10, 'coef0': 0, 'class_weight': 'balanced', 'degree': 2}",92,0.4806307859271526,0.3984215077053419,0.2474410464610728,0.2932942300427066,0.37283929381053577,0.38758511609996354,0.6098910265570043,0.5163977794943222,0.38607780580214035,0.3736323588785367,0.02052401365818517,0.0,0.10006494882762808
9.31673276424408,0.00010006427764892578,0.38576689821182303,balanced,0,2,100,"{'gamma': 100, 'coef0': 0, 'class_weight': 'balanced', 'degree': 2}",109,0.3423811916311629,0.30639795927980673,0.27355525261818825,0.2634078856355647,0.37283929381053577,0.3535533905932738,0.6753002216523571,0.5163977794943222,0.38607780580214035,0.3736323588785367,3.3988509512995804,0.0003001928329467773,0.11725157304444567
0.004687857627868652,0.0,0.3691746846315418,balanced,0.1,1,0.1,"{'gamma': 0.1, 'coef0': 0.1, 'class_weight': 'balanced', 'degree': 1}",115,0.2592314736635947,0.4359063750578694,0.41392082845670186,0.2932942300427066,0.3273268353539886,0.23570226039551587,0.3019523663197703,0.45514956368175624,0.44624818739293476,0.5229763603684908,0.00716082091136309,0.0,0.09230233566194188
0.002290010452270508,0.00017113685607910155,0.4792911689414712,balanced,0.1,1,1,"{'gamma': 1, 'coef0': 0.1, 'class_weight': 'balanced', 'degree': 1}",46,0.519666788845094,0.34383703367133933,0.4406478264015861,0.48324562108778996,0.3605104389394541,0.5068420748999524,0.5911561035156879,0.6123724356957946,0.48318238597857593,0.4547940268270977,0.005012753318804041,0.00034822072595086154,0.08199212878881496
0.004839301109313965,0.0,0.49236762714807725,balanced,0.1,1,10,"{'gamma': 10, 'coef0': 0.1, 'class_weight': 'balanced', 'degree': 1}",18,0.519666788845094,0.34383703367133933,0.4683615261752708,0.43112399091829123,0.4697560264968645,0.5068420748999524,0.6753002216523571,0.6123724356957946,0.44525308461752455,0.4547940268270977,0.0074023436627176885,0.0,0.08907357041491219
0.010937094688415527,0.0015624523162841796,0.4981181650478031,balanced,0.1,1,100,"{'gamma': 100, 'coef0': 0.1, 'class_weight': 'balanced', 'degree': 1}",2,0.519666788845094,0.34383703367133933,0.4683615261752708,0.43112399091829123,0.4697560264968645,0.5068420748999524,0.6319297687785931,0.6454972243679028,0.44525308461752455,0.5229763603684908,0.007160009201210461,0.004687356948852538,0.08581172526591026
0.00468747615814209,0.0,0.33757110572872745,balanced,0.1,2,0.1,"{'gamma': 0.1, 'coef0': 0.1, 'class_weight': 'balanced', 'degree': 2}",137,0.3423811916311629,0.42131779045698453,0.3880018378972262,0.23466315646534905,0.34210834482026936,0.20438500686582434,0.23969749850222496,0.3034330424545042,0.4130661146451733,0.48318238597857593,0.00716023810618135,0.0,0.08674732229718551
0.003124833106994629,0.0,0.4491252114277494,balanced,0.1,2,1,"{'gamma': 1, 'coef0': 0.1, 'class_weight': 'balanced', 'degree': 2}",70,0.4806307859271526,0.363696483726654,0.41392082845670186,0.4482809325681627,0.3947710169758613,0.4061811972299616,0.5911561035156879,0.6123724356957946,0.4088381597072996,0.3736323588785367,0.006249666225131163,0.0,0.08258370908159618
0.05755164623260498,0.0015624284744262696,0.4115257659689829,balanced,0.1,2,10,"{'gamma': 10, 'coef0': 0.1, 'class_weight': 'balanced', 'degree': 2}",86,0.359500251212721,0.3984215077053419,0.27355525261818825,0.2932942300427066,0.40420867396241833,0.47140452079103173,0.6098910265570043,0.5503495392790071,0.38607780580214035,0.3736323588785367,0.014180903586532513,0.004687285423278808,0.10001693211808536
8.584450888633729,0.00010001659393310547,0.3648961356408813,balanced,0.1,2,100,"{'gamma': 100, 'coef0': 0.1, 'class_weight': 'balanced', 'degree': 2}",123,0.2592314736635947,0.4359063750578694,0.27355525261818825,0.3004803573066878,0.4364357804719848,0.23570226039551587,0.43019943019943024,0.5163977794943222,0.46225016352102427,0.3019523663197703,3.2288611901246473,0.0003000497817993164,0.09544450610776327
0.002987241744995117,0.0,0.3691746846315418,balanced,1,1,0.1,"{'gamma': 0.1, 'coef0': 1, 'class_weight': 'balanced', 'degree': 1}",115,0.2592314736635947,0.4359063750578694,0.41392082845670186,0.2932942300427066,0.3273268353539886,0.23570226039551587,0.3019523663197703,0.45514956368175624,0.44624818739293476,0.5229763603684908,0.004468197613167792,0.0,0.09230233566194188
0.0031244754791259766,0.0,0.4792911689414712,balanced,1,1,1,"{'gamma': 1, 'coef0': 1, 'class_weight': 'balanced', 'degree': 1}",46,0.519666788845094,0.34383703367133933,0.4406478264015861,0.48324562108778996,0.3605104389394541,0.5068420748999524,0.5911561035156879,0.6123724356957946,0.48318238597857593,0.4547940268270977,0.006248951221140041,0.0,0.08199212878881496
0.003124856948852539,0.0,0.49236762714807725,balanced,1,1,10,"{'gamma': 10, 'coef0': 1, 'class_weight': 'balanced', 'degree': 1}",18,0.519666788845094,0.34383703367133933,0.4683615261752708,0.43112399091829123,0.4697560264968645,0.5068420748999524,0.6753002216523571,0.6123724356957946,0.44525308461752455,0.4547940268270977,0.006249713905890905,0.0,0.08907357041491219
