mean_fit_time,mean_score_time,mean_test_score,param_C,param_class_weight,param_coef0,param_degree,param_gamma,param_kernel,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,std_fit_time,std_score_time,std_test_score
0.0007996082305908204,0.0,0.4819539006428471,0.1,balanced,100,2,0.1,poly,"{'gamma': 0.1, 'coef0': 100, 'C': 0.1, 'kernel': 'poly', 'degree': 2, 'class_weight': 'balanced'}",101,0.35404409643746665,0.573885641347411,0.7499999999999999,0.2477168471534311,0.48412291827592707,0.000399804154394406,0.0,0.17408778027553268
0.0023995399475097655,0.0003984928131103516,0.5130784577456797,0.1,balanced,100,2,1,poly,"{'gamma': 1, 'coef0': 100, 'C': 0.1, 'kernel': 'poly', 'degree': 2, 'class_weight': 'balanced'}",28,0.4666666666666668,0.6500000000000001,0.6793662204867574,0.4082482904638631,0.361111111111111,0.0010193797912762136,0.0004880562744562735,0.12855864151225416
0.0027988433837890627,0.0,0.3235619037029361,0.1,balanced,100,2,10,poly,"{'gamma': 10, 'coef0': 100, 'C': 0.1, 'kernel': 'poly', 'degree': 2, 'class_weight': 'balanced'}",361,0.05590169943749487,0.44999999999999996,0.6123724356957946,0.09128709291752773,0.4082482904638631,0.0007471306149681929,0.0,0.21548246905985638
0.0009990215301513671,0.00019993782043457032,0.48266937100702584,0.1,balanced,100,3,0.01,poly,"{'gamma': 0.01, 'coef0': 100, 'C': 0.1, 'kernel': 'poly', 'degree': 3, 'class_weight': 'balanced'}",100,0.5477225575051661,0.573885641347411,0.6793662204867574,0.20412414523193154,0.4082482904638631,4.1019083342755444e-07,0.0003998756408691407,0.16393164165281482
0.004397153854370117,0.00019989013671875,0.47183137309895873,0.1,balanced,100,3,0.1,poly,"{'gamma': 0.1, 'coef0': 100, 'C': 0.1, 'kernel': 'poly', 'degree': 3, 'class_weight': 'balanced'}",144,0.4666666666666668,0.5477225575051661,0.6793662204867574,0.3042903097250923,0.361111111111111,0.0007995368098828662,0.0003997802734375,0.13355586342387907
0.03697571754455566,0.0,0.31633682084980075,0.1,balanced,100,3,1,poly,"{'gamma': 1, 'coef0': 100, 'C': 0.1, 'kernel': 'poly', 'degree': 3, 'class_weight': 'balanced'}",373,0.16927779169233617,0.3651483716701107,0.5477225575051661,0.09128709291752773,0.4082482904638631,0.01275088882442095,0.0,0.16531387296096633
0.07715129852294922,0.0002002716064453125,0.29341259668217096,0.1,balanced,100,3,10,poly,"{'gamma': 10, 'coef0': 100, 'C': 0.1, 'kernel': 'poly', 'degree': 3, 'class_weight': 'balanced'}",405,0.3762560663311361,0.18257418583505536,0.3113761843897638,0.2222222222222223,0.3746343246326773,0.03040174357698917,0.000400543212890625,0.07891251202811271
0.0005994796752929688,0.0,0.0,0.1,"{0: 1, 1: 1}",0,1,0.01,poly,"{'gamma': 0.01, 'coef0': 0, 'C': 0.1, 'kernel': 'poly', 'degree': 1, 'class_weight': {0: 1, 1: 1}}",786,0.0,0.0,0.0,0.0,0.0,0.0004894731594072343,0.0,0.0
0.0005996227264404297,0.00019989013671875,0.0,0.1,"{0: 1, 1: 1}",0,1,0.1,poly,"{'gamma': 0.1, 'coef0': 0, 'C': 0.1, 'kernel': 'poly', 'degree': 1, 'class_weight': {0: 1, 1: 1}}",786,0.0,0.0,0.0,0.0,0.0,0.0004895899601671047,0.0003997802734375,0.0
0.0005994796752929688,0.00019993782043457032,0.0,0.1,"{0: 1, 1: 1}",0,1,1,poly,"{'gamma': 1, 'coef0': 0, 'C': 0.1, 'kernel': 'poly', 'degree': 1, 'class_weight': {0: 1, 1: 1}}",786,0.0,0.0,0.0,0.0,0.0,0.0004894731129544958,0.0003998756408691407,0.0
