mean_fit_time,mean_score_time,mean_test_score,param_class_weight,param_gamma,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,std_fit_time,std_score_time,std_test_score
0.001998603343963623,0.0002499222755432129,-0.020139770592449827,balanced,0.1,"{'class_weight': 'balanced', 'gamma': 0.1}",11,-0.10978492927901579,0.05455447255899808,-0.22413272587221036,0.2002981862005382,1.97686242482388e-07,0.00043287807918407335,0.16087579854764625
0.0014989972114562988,0.0004997849464416504,-0.114058911515949,balanced,1,"{'class_weight': 'balanced', 'gamma': 1}",16,-0.09111325773475437,-0.12662932291827403,-0.27678039515273267,0.03790490217894516,0.0004996657727030018,0.0004997849535501351,0.11186600078685593
0.0017489194869995117,0.0,0.04596527558016192,balanced,10,"{'class_weight': 'balanced', 'gamma': 10}",2,-0.0765964381782248,-0.07142857142857142,0.13363062095621217,0.2002981862005382,0.00043284367737016037,0.0,0.12278602509789409
0.0022487640380859375,0.0,-0.006018790170494487,balanced,100,"{'class_weight': 'balanced', 'gamma': 100}",6,0.0,0.0,0.0,-0.02417547385148619,0.0004326372008291472,0.0,0.010453768185105817
0.0017489790916442871,0.0002498030662536621,0.0,"{0: 1, 1: 8}",0.1,"{'class_weight': {0: 1, 1: 8}, 'gamma': 0.1}",4,0.0,0.0,0.0,0.0,0.00043274043909965316,0.00043267160263783723,0.0
0.0012491345405578613,0.0004997849464416504,-0.027609972431732962,"{0: 1, 1: 8}",1,"{'class_weight': {0: 1, 1: 8}, 'gamma': 1}",12,-0.048773234739964734,-0.06131393394849658,0.0,0.0,0.00043260285377162813,0.0004997849535501351,0.027852277378841037
0.0009992718696594238,0.0004998445510864258,-0.05869852284237462,"{0: 1, 1: 8}",10,"{'class_weight': {0: 1, 1: 8}, 'gamma': 10}",13,-0.05501485601695769,-0.04962916669854651,-0.08058229640253803,-0.04962916669854651,2.5981062314156735e-07,0.0004998445510864258,0.012791350276295433
0.0019986629486083984,0.000499725341796875,-0.006018790170494487,"{0: 1, 1: 8}",100,"{'class_weight': {0: 1, 1: 8}, 'gamma': 100}",6,0.0,0.0,0.0,-0.02417547385148619,1.6858739404357614e-07,0.000499725341796875,0.010453768185105817
0.0014989972114562988,0.000499725341796875,-0.0060162539421230775,"{0: 1, 1: 10}",0.1,"{'class_weight': {0: 1, 1: 10}, 'gamma': 0.1}",5,-0.02376913442707642,0.0,0.0,0.0,0.0004996657727030018,0.0004997253702342047,0.010334690958206752
0.0014991164207458496,0.0,0.06687313771133396,"{0: 1, 1: 10}",1,"{'class_weight': {0: 1, 1: 10}, 'gamma': 1}",1,-0.06628894880149921,-0.09712858623572641,-0.04962916669854651,0.4827586206896552,0.0004995465634219348,0.0,0.24005070227662262
0.0009993314743041992,0.0007495880126953125,-0.060467790526367,"{0: 1, 1: 10}",10,"{'class_weight': {0: 1, 1: 10}, 'gamma': 10}",14,-0.0765964381782248,-0.034794450031961056,-0.08058229640253803,-0.04962916669854651,2.0647654623614278e-07,0.0004327748737475549,0.018971424383411734
0.0019986629486083984,0.000499725341796875,-0.006018790170494487,"{0: 1, 1: 10}",100,"{'class_weight': {0: 1, 1: 10}, 'gamma': 100}",6,0.0,0.0,0.0,-0.02417547385148619,2.384185791015625e-07,0.0004997253702342047,0.010453768185105817
0.0014991164207458496,0.0004996657371520996,-0.01836388278102498,"{0: 1, 1: 12}",0.1,"{'class_weight': {0: 1, 1: 12}, 'gamma': 0.1}",10,-0.048773234739964734,0.0,0.0,-0.02417547385148619,0.0004996657442622802,0.0004996657442622802,0.02025796172790228
0.000999152660369873,0.0009996294975280762,0.01291788382682913,"{0: 1, 1: 12}",1,"{'class_weight': {0: 1, 1: 12}, 'gamma': 1}",3,-0.07153128892876656,-0.09712858623572641,0.0,0.22173889668440275,1.97686242482388e-07,1.97686242482388e-07,0.1253713188945034
0.0009992718696594238,0.000499725341796875,-0.060467790526367,"{0: 1, 1: 12}",10,"{'class_weight': {0: 1, 1: 12}, 'gamma': 10}",14,-0.0765964381782248,-0.034794450031961056,-0.08058229640253803,-0.04962916669854651,1.97686242482388e-07,0.000499725341796875,0.018971424383411734
0.0019986629486083984,0.0007496476173400879,-0.006018790170494487,"{0: 1, 1: 12}",100,"{'class_weight': {0: 1, 1: 12}, 'gamma': 100}",6,0.0,0.0,0.0,-0.02417547385148619,2.9200193199910854e-07,0.0004328092646133245,0.010453768185105817
