mean_fit_time,mean_score_time,mean_test_score,param_class_weight,param_coef0,param_degree,param_gamma,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,std_fit_time,std_score_time,std_test_score
0.0,0.0,0.1810958622527351,balanced,0,1,0.1,"{'gamma': 0.1, 'coef0': 0, 'class_weight': 'balanced', 'degree': 1}",144,0.6172133998483675,0.22537446792760427,0.22537446792760427,0.0975900072948533,0.2,-0.1195228609334394,0.17407765595569785,-0.25819888974716115,0.15811388300841897,0.4472135954999579,0.0,0.0,0.2363078815296692
0.0,0.0,0.26708690902101145,balanced,0,1,1,"{'gamma': 1, 'coef0': 0, 'class_weight': 'balanced', 'degree': 1}",67,0.41475753100312657,0.28288947493050187,0.5476190476190476,0.23904572186687864,0.0,0.25000000000000006,0.19245008972987526,0.0,0.0,0.7071067811865475,0.0,0.0,0.2259772266936475
0.0007508277893066406,0.0,0.2927000342775857,balanced,0,1,10,"{'gamma': 10, 'coef0': 0, 'class_weight': 'balanced', 'degree': 1}",41,0.5476190476190476,0.28288947493050187,0.5476190476190476,0.23904572186687864,0.0755928946018456,0.6324555320336758,-0.0975900072948533,0.0755928946018456,-0.12499999999999996,0.7071067811865475,0.0022524833679199215,0.0,0.2883119046769791
0.001563096046447754,0.0,0.2801117851253143,balanced,0,1,100,"{'gamma': 100, 'coef0': 0, 'class_weight': 'balanced', 'degree': 1}",49,0.7319250547113999,0.09759000729485326,0.5476190476190476,0.028571428571428623,0.15811388300841886,0.6324555320336758,-0.0975900072948533,0.0755928946018456,-0.12499999999999996,0.7071067811865475,0.004689288139343262,0.0,0.32279109355929303
0.0015624761581420898,0.0,0.0,balanced,0,2,0.1,"{'gamma': 0.1, 'coef0': 0, 'class_weight': 'balanced', 'degree': 2}",188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046874284744262695,0.0,0.0
0.0,0.0,0.2804106927375836,balanced,0,2,1,"{'gamma': 1, 'coef0': 0, 'class_weight': 'balanced', 'degree': 2}",48,0.41475753100312657,0.41475753100312657,0.41475753100312657,0.028571428571428623,0.0,0.6324555320336758,0.0,0.15811388300841886,0.0,0.7071067811865475,0.0,0.0,0.2573665133175974
0.014061975479125976,0.0,0.20348848201986489,balanced,0,2,10,"{'gamma': 10, 'coef0': 0, 'class_weight': 'balanced', 'degree': 2}",115,0.41475753100312657,-0.09759000729485326,0.23809523809523808,-0.1195228609334394,0.25819888974716115,0.4780914437337573,0.0,0.5291502622129184,-0.23904572186687872,0.5773502691896257,0.012978491314966801,0.0,0.28174759987222064
1.8288416385650634,0.0,0.2311074137196571,balanced,0,2,100,"{'gamma': 100, 'coef0': 0, 'class_weight': 'balanced', 'degree': 2}",92,0.380952380952381,0.380952380952381,0.23809523809523808,-0.1195228609334394,0.25819888974716115,0.25000000000000006,0.25819888974716115,0.5291502622129184,-0.5976143046671968,0.7071067811865475,1.3995212143605094,0.0,0.33867074721796264
0.0015624284744262696,0.0,0.1810958622527351,balanced,0.1,1,0.1,"{'gamma': 0.1, 'coef0': 0.1, 'class_weight': 'balanced', 'degree': 1}",144,0.6172133998483675,0.22537446792760427,0.22537446792760427,0.0975900072948533,0.2,-0.1195228609334394,0.17407765595569785,-0.25819888974716115,0.15811388300841897,0.4472135954999579,0.004687285423278808,0.0,0.2363078815296692
0.0015625238418579101,0.0,0.26708690902101145,balanced,0.1,1,1,"{'gamma': 1, 'coef0': 0.1, 'class_weight': 'balanced', 'degree': 1}",67,0.41475753100312657,0.28288947493050187,0.5476190476190476,0.23904572186687864,0.0,0.25000000000000006,0.19245008972987526,0.0,0.0,0.7071067811865475,0.004687571525573731,0.0,0.2259772266936475
0.0,0.0015624284744262696,0.2927000342775857,balanced,0.1,1,10,"{'gamma': 10, 'coef0': 0.1, 'class_weight': 'balanced', 'degree': 1}",41,0.5476190476190476,0.28288947493050187,0.5476190476190476,0.23904572186687864,0.0755928946018456,0.6324555320336758,-0.0975900072948533,0.0755928946018456,-0.12499999999999996,0.7071067811865475,0.0,0.004687285423278808,0.2883119046769791
0.0015624046325683593,0.0,0.2801117851253143,balanced,0.1,1,100,"{'gamma': 100, 'coef0': 0.1, 'class_weight': 'balanced', 'degree': 1}",49,0.7319250547113999,0.09759000729485326,0.5476190476190476,0.028571428571428623,0.15811388300841886,0.6324555320336758,-0.0975900072948533,0.0755928946018456,-0.12499999999999996,0.7071067811865475,0.004687213897705078,0.0,0.32279109355929303
0.0015625,0.0,0.04454620920607526,balanced,0.1,2,0.1,"{'gamma': 0.1, 'coef0': 0.1, 'class_weight': 'balanced', 'degree': 2}",179,0.0,0.0,0.0,-0.07559289460184548,0.0,0.0,0.17407765595569785,0.2,0.15811388300841897,0.0,0.004687500000000001,0.0,0.0887185614710753
0.0,0.0015622854232788086,0.27235986460035694,balanced,0.1,2,1,"{'gamma': 1, 'coef0': 0.1, 'class_weight': 'balanced', 'degree': 2}",58,0.41475753100312657,0.41475753100312657,0.41475753100312657,0.028571428571428623,0.0,0.6324555320336758,0.0,0.0755928946018456,0.0,0.7071067811865475,0.0,0.004686856269836426,0.26230945433334746
